1521919783549	-257474
1521919783589	-491458
1521919783629	-454291
1521919783669	-418989
1521919783709	-385266
1521919783749	-350549
1521919783789	-311919
1521919783829	-270954
1521919783869	-231763
1521919783909	-196698
1521919783949	-165562
1521919783989	-138199
1521919784029	-115571
1521919784069	-97226
1521919784109	-81289
1521919784149	-66707
1521919784189	-53702
1521919784229	-42821
1521919784269	-34128
1521919784309	-27298
1521919784349	-22262
1521919784389	-18951
1521919784429	-17153
1521919784469	-16940
1521919784509	-18498
1521919784549	-21411
1521919784589	-23418
1521919784629	-20409
1521919784669	-11212
1521919784709	-42
1521919784749	9088
1521919784789	15786
1521919784829	20748
1521919784869	23208
1521919784909	22379
1521919784949	19614
1521919784989	16720
1521919785029	14016
1521919785069	10967
1521919785109	7246
1521919785149	3092
1521919785189	-842
1521919785229	-4282
1521919785269	-7393
1521919785309	-10221
1521919785349	-12876
1521919785389	-15501
1521919785429	-18025
1521919785469	-18857
1521919785509	-15012
1521919785549	-7009
1521919785589	1186
1521919785629	7526
1521919785669	11992
1521919785709	14347
1521919785749	14149
1521919785789	12197
1521919785829	10047
1521919785869	8083
1521919785909	5803
1521919785949	3010
1521919785989	-47
1521919786029	-3107
1521919786069	-6060
1521919786109	-8886
1521919786149	-11609
1521919786189	-14320
1521919786229	-17107
1521919786269	-19749
1521919786309	-20474
1521919786349	-16378
1521919786389	-7732
1521919786429	1728
1521919786469	9378
1521919786509	14895
1521919786559	18361
1521919786599	19142
1521919786639	17436
1521919786679	14863
1521919786719	12419
1521919786759	9929
1521919786799	7073
1521919786839	3716
1521919786879	-33
1521919786919	-3691
1521919786959	-6891
1521919786999	-9738
1521919787039	-12570
1521919787079	-15529
1521919787119	-18514
1521919787159	-20464
1521919787199	-18284
1521919787239	-10975
1521919787279	-1991
1521919787319	5814
1521919787359	11839
1521919787399	15964
1521919787439	17491
1521919787479	16019
1521919787519	12866
1521919787559	9630
1521919787599	6754
1521919787639	3849
1521919787679	694
1521919787719	-2579
1521919787759	-5833
1521919787799	-8962
1521919787839	-11933
1521919787879	-14826
1521919787919	-17881
1521919787959	-21082
1521919787999	-22356
1521919788039	-18500
1521919788079	-9746
1521919788119	251
1521919788159	8385
1521919788199	14027
1521919788239	17563
1521919788279	18614
1521919788319	17469
1521919788359	15482
1521919788399	13327
1521919788439	10989
1521919788479	8198
1521919788519	4753
1521919788559	862
1521919788599	-3187
1521919788639	-7136
1521919788679	-10834
1521919788719	-14475
1521919788759	-18182
1521919788799	-21680
1521919788839	-23538
1521919788879	-20600
1521919788919	-11848
1521919788959	-1126
1521919788999	7666
1521919789039	14267
1521919789079	19366
1521919789119	22176
1521919789159	22075
1521919789199	20108
1521919789239	17636
1521919789279	15124
1521919789319	12277
1521919789369	8767
1521919789409	4723
1521919789449	434
1521919789489	-3880
1521919789529	-7821
1521919789569	-11276
1521919789609	-14793
1521919789649	-18550
1521919789689	-21650
1521919789729	-21136
1521919789769	-14883
1521919789809	-5244
1521919789849	3944
1521919789889	10563
1521919789929	14695
1521919789969	16551
1521919790009	15853
1521919790049	13563
1521919790089	10940
1521919790129	8417
1521919790169	5818
1521919790209	2751
1521919790249	-841
1521919790289	-4442
1521919790329	-7714
1521919790369	-10799
1521919790409	-13824
1521919790449	-16875
1521919790489	-19998
1521919790529	-21947
1521919790569	-19449
1521919790609	-11182
1521919790649	-614
1521919790689	8163
1521919790729	14285
1521919790769	18422
1521919790809	20076
1521919790849	18946
1521919790889	16495
1521919790929	14085
1521919790969	11660
1521919791009	8701
1521919791049	5119
1521919791089	1107
1521919791129	-3040
1521919791169	-6991
1521919791209	-10668
1521919791249	-14192
1521919791289	-17809
1521919791329	-21639
1521919791369	-24059
1521919791409	-21597
1521919791449	-13240
1521919791489	-2804
1521919791529	5575
1521919791569	11587
1521919791609	16386
1521919791649	19140
1521919791689	18787
1521919791729	16477
1521919791769	13850
1521919791809	11274
1521919791849	8401
1521919791889	5095
1521919791929	1407
1521919791969	-2584
1521919792009	-6595
1521919792049	-10333
1521919792089	-13753
1521919792129	-17151
1521919792179	-20534
1521919792219	-21425
1521919792259	-16651
1521919792299	-7241
1521919792339	2747
1521919792379	10520
1521919792419	15899
1521919792459	19030
1521919792499	19260
1521919792539	17210
1521919792579	14511
1521919792619	11939
1521919792659	9225
1521919792699	5882
1521919792739	1926
1521919792779	-2234
1521919792819	-6297
1521919792859	-10090
1521919792899	-13519
1521919792939	-16756
1521919792979	-20068
1521919793019	-23187
1521919793059	-23263
1521919793099	-17433
1521919793139	-7679
1521919793179	1925
1521919793219	9341
1521919793259	15118
1521919793299	19317
1521919793339	20470
1521919793379	18920
1521919793419	16541
1521919793459	14182
1521919793499	11585
1521919793539	8337
1521919793579	4537
1521919793619	716
1521919793659	-3054
1521919793699	-6800
1521919793739	-10156
1521919793779	-13184
1521919793819	-16310
1521919793859	-19383
1521919793899	-19991
1521919793939	-15338
1521919793979	-6326
1521919794019	3565
1521919794059	11421
1521919794099	16840
1521919794139	19917
1521919794179	19711
1521919794219	17115
1521919794259	14255
1521919794299	11869
1521919794339	9430
1521919794379	6438
1521919794419	2923
1521919794459	-742
1521919794499	-4112
1521919794539	-7146
1521919794579	-9869
1521919794619	-12322
1521919794659	-14799
1521919794699	-17349
1521919794739	-18817
1521919794779	-15972
1521919794819	-8114
1521919794859	882
1521919794899	8036
1521919794939	12392
1521919794989	13849
1521919795029	13063
1521919795069	11254
1521919795109	9381
1521919795149	7354
1521919795189	4906
1521919795229	2103
1521919795269	-830
1521919795309	-3885
1521919795349	-6909
1521919795389	-9532
1521919795429	-11836
1521919795469	-14171
1521919795509	-16644
1521919795549	-19175
1521919795589	-20300
1521919795629	-16809
1521919795669	-8152
1521919795709	1892
1521919795749	9768
1521919795789	14993
1521919795829	18075
1521919795869	18477
1521919795909	16486
1521919795949	13961
1521919795989	11893
1521919796029	9716
1521919796069	6871
1521919796109	3578
1521919796149	245
1521919796189	-2916
1521919796229	-5741
1521919796269	-8318
1521919796309	-11047
1521919796349	-14123
1521919796389	-17221
1521919796429	-19043
1521919796469	-16712
1521919796509	-9436
1521919796549	-576
1521919796589	6913
1521919796629	12323
1521919796669	15657
1521919796709	16358
1521919796749	14487
1521919796789	11797
1521919796829	9732
1521919796869	8099
1521919796909	5904
1521919796949	2947
1521919796989	-144
1521919797029	-2990
1521919797069	-5704
1521919797109	-8331
1521919797149	-10795
1521919797189	-13216
1521919797229	-15759
1521919797269	-17786
1521919797309	-16376
1521919797349	-9593
1521919797389	-243
1521919797429	7841
1521919797469	13194
1521919797509	15962
1521919797549	16161
1521919797589	14256
1521919797629	11786
1521919797669	9592
1521919797709	7549
1521919797749	5293
1521919797789	2600
1521919797829	-285
1521919797869	-2957
1521919797909	-5305
1521919797949	-7468
1521919797999	-9681
1521919798039	-12002
1521919798079	-14343
1521919798119	-16149
1521919798159	-14710
1521919798199	-8478
1521919798239	-620
1521919798279	5867
1521919798319	10414
1521919798359	12684
1521919798399	12525
1521919798439	10856
1521919798479	9105
1521919798519	7690
1521919798559	6054
1521919798599	3828
1521919798639	1350
1521919798679	-1066
1521919798719	-3443
1521919798759	-5657
1521919798799	-7571
1521919798839	-9362
1521919798879	-9706
1521919798919	-6023
1521919798959	641
1521919798999	6493
1521919799039	9716
1521919799079	10184
1521919799119	8721
1521919799159	6982
1521919799199	5907
1521919799239	5099
1521919799279	3786
1521919799319	1785
1521919799359	-598
1521919799399	-3112
1521919799439	-5678
1521919799479	-8221
1521919799519	-10694
1521919799559	-13266
1521919799599	-16072
1521919799639	-18843
1521919799679	-21470
1521919799719	-24353
1521919799759	-27127
1521919799799	-26551
1521919799839	-19808
1521919799879	-9019
1521919799919	1702
1521919799959	9900
1521919799999	15785
1521919800039	19862
1521919800079	21233
1521919800119	20206
1521919800159	18411
1521919800199	16610
1521919800239	14585
1521919800279	12055
1521919800319	9103
1521919800359	6440
1521919800399	5555
1521919800439	7673
1521919800479	11898
1521919800519	15300
1521919800559	15326
1521919800599	12192
1521919800639	8426
1521919800679	5946
1521919800719	4643
1521919800759	3609
1521919800799	2231
1521919800839	251
1521919800879	-2035
1521919800919	-4074
1521919800959	-5727
1521919801009	-7029
1521919801049	-8000
1521919801089	-8873
1521919801129	-9901
1521919801169	-11177
1521919801209	-12610
1521919801249	-13970
1521919801289	-13746
1521919801329	-9026
1521919801369	-810
1521919801409	5397
1521919801449	6820
1521919801489	5036
1521919801529	2666
1521919801569	1256
1521919801609	870
1521919801649	859
1521919801689	349
1521919801729	-1025
1521919801769	-2909
1521919801809	-4830
1521919801849	-6686
1521919801889	-8468
1521919801929	-9992
1521919801969	-10127
1521919802009	-7031
1521919802049	-1790
1521919802089	2004
1521919802129	2607
1521919802169	515
1521919802209	-2652
1521919802249	-5081
1521919802289	-6240
1521919802329	-6922
1521919802369	-7477
1521919802409	-6059
1521919802449	-1180
1521919802489	5032
1521919802529	9711
1521919802569	11406
1521919802609	9991
1521919802649	7249
1521919802689	5004
1521919802729	3591
1521919802769	2358
1521919802809	392
1521919802849	-2521
1521919802889	-5844
1521919802929	-9071
1521919802969	-12099
1521919803009	-15019
1521919803049	-17791
1521919803089	-20656
1521919803129	-23885
1521919803169	-25334
1521919803209	-20853
1521919803249	-9900
1521919803289	2810
1521919803329	12762
1521919803369	19424
1521919803409	23468
1521919803449	24554
1521919803489	23148
1521919803529	20727
1521919803569	18126
1521919803609	15345
1521919803649	12159
1521919803689	8408
1521919803729	4331
1521919803769	338
1521919803809	-3360
1521919803849	-6727
1521919803889	-9873
1521919803929	-13011
1521919803969	-16292
1521919804019	-18531
1521919804059	-16373
1521919804099	-9037
1521919804139	-306
1521919804179	6822
1521919804219	11512
1521919804259	13647
1521919804299	13375
1521919804339	11365
1521919804379	8867
1521919804419	6560
1521919804459	4348
1521919804499	1843
1521919804539	-1148
1521919804579	-4503
1521919804619	-7861
1521919804659	-10927
1521919804699	-13770
1521919804739	-16564
1521919804779	-19495
1521919804819	-22068
1521919804859	-21129
1521919804899	-14153
1521919804939	-3708
1521919804979	6183
1521919805019	13721
1521919805059	18885
1521919805099	21478
1521919805139	21139
1521919805179	18907
1521919805219	16170
1521919805259	13344
1521919805299	10203
1521919805339	6634
1521919805379	2625
1521919805419	-1804
1521919805459	-6198
1521919805499	-10075
1521919805539	-13586
1521919805579	-17004
1521919805619	-20415
1521919805659	-23220
1521919805699	-22385
1521919805739	-15479
1521919805779	-5129
1521919805819	4370
1521919805859	11545
1521919805899	16928
1521919805939	20183
1521919805979	20584
1521919806019	18954
1521919806059	16639
1521919806099	14205
1521919806139	11541
1521919806179	8306
1521919806219	4349
1521919806259	20
1521919806299	-4129
1521919806339	-7914
1521919806379	-11545
1521919806419	-15162
1521919806459	-18751
1521919806499	-21864
1521919806539	-21664
1521919806579	-15131
1521919806619	-4518
1521919806659	5248
1521919806699	12386
1521919806739	17511
1521919806779	20181
1521919806829	19693
1521919806869	17388
1521919806909	14926
1521919806949	12422
1521919806989	9447
1521919807029	5926
1521919807069	2094
1521919807109	-1809
1521919807149	-5676
1521919807189	-9393
1521919807229	-12739
1521919807269	-15684
1521919807309	-18457
1521919807349	-21032
1521919807389	-21074
1521919807429	-15323
1521919807469	-5273
1521919807509	4329
1521919807549	11192
1521919807589	15634
1521919807629	17717
1521919807669	17375
1521919807709	15720
1521919807749	13802
1521919807789	11766
1521919807829	9311
1521919807869	6179
1521919807909	2402
1521919807949	-1752
1521919807989	-5784
1521919808029	-9384
1521919808069	-12752
1521919808109	-16226
1521919808149	-19844
1521919808189	-23143
1521919808229	-23835
1521919808269	-18933
1521919808309	-9382
1521919808349	618
1521919808389	8469
1521919808429	14519
1521919808469	18861
1521919808509	20287
1521919808549	19142
1521919808589	16946
1521919808629	14450
1521919808669	11729
1521919808709	8644
1521919808749	5202
1521919808789	1488
1521919808829	-2519
1521919808869	-6688
1521919808909	-10496
1521919808949	-13750
1521919808989	-17054
1521919809029	-20641
1521919809069	-22813
1521919809109	-20337
1521919809149	-12255
1521919809189	-2035
1521919809229	6387
1521919809269	12540
1521919809309	17136
1521919809349	19322
1521919809389	18682
1521919809429	16669
1521919809469	14574
1521919809509	12402
1521919809549	9637
1521919809589	6075
1521919809629	2096
1521919809669	-1796
1521919809709	-5295
1521919809749	-8477
1521919809789	-11628
1521919809839	-14903
1521919809879	-18280
1521919809919	-20635
1521919809959	-19041
1521919809999	-11799
1521919810039	-1858
1521919810079	6329
1521919810119	11859
1521919810159	15751
1521919810199	17462
1521919810239	16509
1521919810279	14204
1521919810319	11801
1521919810359	9487
1521919810399	6855
1521919810439	3459
1521919810479	-379
1521919810519	-4058
1521919810559	-7528
1521919810599	-10836
1521919810639	-14034
1521919810679	-17505
1521919810719	-21409
1521919810759	-24496
1521919810799	-23511
1521919810839	-16367
1521919810879	-5681
1521919810919	4050
1521919810959	11237
1521919810999	16754
1521919811039	20273
1521919811079	20785
1521919811119	19150
1521919811159	16778
1521919811199	14186
1521919811239	11493
1521919811279	8624
1521919811319	5246
1521919811359	1287
1521919811399	-2846
1521919811439	-6781
1521919811479	-10460
1521919811519	-14114
1521919811559	-17896
1521919811599	-21595
1521919811639	-23274
1521919811679	-19716
1521919811719	-10810
1521919811759	-454
1521919811799	7805
1521919811839	13691
1521919811879	17950
1521919811919	19895
1521919811959	18982
1521919811999	16381
1521919812039	13575
1521919812079	10979
1521919812119	8258
1521919812159	5107
1521919812199	1601
1521919812239	-2052
1521919812279	-5569
1521919812319	-8834
1521919812359	-11946
1521919812399	-14966
1521919812439	-18075
1521919812479	-20851
1521919812519	-20417
1521919812559	-14235
1521919812599	-4526
1521919812639	4494
1521919812679	10904
1521919812719	15208
1521919812759	17428
1521919812799	16851
1521919812849	14435
1521919812889	11915
1521919812929	9665
1521919812969	7059
1521919813009	3808
1521919813049	78
1521919813089	-3699
1521919813129	-7207
1521919813169	-10453
1521919813209	-13492
1521919813249	-16480
1521919813289	-19701
1521919813329	-22775
1521919813369	-22891
1521919813409	-17277
1521919813449	-7624
1521919813489	2137
1521919813529	9731
1521919813569	15169
1521919813609	18654
1521919813649	19512
1521919813689	18073
1521919813729	15824
1521919813769	13620
1521919813809	11334
1521919813849	8623
1521919813889	5339
1521919813929	1848
1521919813969	-1393
1521919814009	-4205
1521919814049	-6190
1521919814089	-5657
1521919814129	-1251
1521919814169	5370
1521919814209	11209
1521919814249	14103
1521919814289	13435
1521919814329	10693
1521919814369	8108
1521919814409	6478
1521919814449	5252
1521919814489	3759
1521919814529	1874
1521919814569	-137
1521919814609	-2222
1521919814649	-4345
1521919814689	-6354
1521919814729	-8237
1521919814769	-10029
1521919814809	-11765
1521919814849	-13498
1521919814889	-15262
1521919814929	-17191
1521919814969	-19230
1521919815009	-20569
1521919815049	-18321
1521919815089	-10795
1521919815129	-1070
1521919815169	7316
1521919815209	12807
1521919815249	15208
1521919815289	15182
1521919815329	13686
1521919815369	11964
1521919815409	10451
1521919815449	8662
1521919815489	6356
1521919815529	3690
1521919815569	761
1521919815609	-2058
1521919815659	-4517
1521919815699	-7043
1521919815739	-9777
1521919815779	-12500
1521919815819	-15135
1521919815859	-17579
1521919815899	-19946
1521919815939	-22385
1521919815979	-23112
1521919816019	-18703
1521919816059	-9139
1521919816099	1550
1521919816139	10084
1521919816179	15878
1521919816219	19590
1521919816259	20884
1521919816299	19367
1521919816339	16459
1521919816379	13654
1521919816419	11052
1521919816459	8153
1521919816499	4898
1521919816539	1466
1521919816579	-2059
1521919816619	-5328
1521919816659	-8134
1521919816699	-10705
1521919816739	-13346
1521919816779	-16101
1521919816819	-18416
1521919816859	-17760
1521919816899	-12063
1521919816939	-3679
1521919816979	4017
1521919817019	9725
1521919817059	13305
1521919817099	14586
1521919817139	13468
1521919817179	11089
1521919817219	8676
1521919817259	6361
1521919817299	3885
1521919817339	1114
1521919817379	-2055
1521919817419	-5393
1521919817459	-8584
1521919817499	-11614
1521919817539	-14560
1521919817579	-17567
1521919817619	-20702
1521919817659	-23466
1521919817699	-22868
1521919817739	-16337
1521919817779	-6226
1521919817819	3667
1521919817859	11438
1521919817899	17076
1521919817939	20597
1521919817979	21210
1521919818019	19357
1521919818059	16608
1521919818099	14018
1521919818139	11470
1521919818179	8409
1521919818219	4762
1521919818259	715
1521919818299	-3425
1521919818339	-7171
1521919818379	-10516
1521919818419	-13830
1521919818459	-17102
1521919818499	-20132
1521919818539	-21293
1521919818579	-17696
1521919818619	-9441
1521919818669	83
1521919818709	7902
1521919818749	13409
1521919818789	16850
1521919818829	17615
1521919818869	15942
1521919818909	13421
1521919818949	11104
1521919818989	8830
1521919819029	6030
1521919819069	2678
1521919819109	-842
1521919819149	-4417
1521919819189	-7937
1521919819229	-11163
1521919819269	-14320
1521919819309	-17694
1521919819349	-21037
1521919819389	-22317
1521919819429	-18653
1521919819469	-10200
1521919819509	-184
1521919819549	8302
1521919819589	14733
1521919819629	19441
1521919819669	21294
1521919819709	20046
1521919819749	17368
1521919819789	14527
1521919819829	11598
1521919819869	8367
1521919819909	4744
1521919819949	926
1521919819989	-2772
1521919820029	-6320
1521919820069	-9774
1521919820109	-13139
1521919820149	-16528
1521919820189	-19879
1521919820229	-21879
1521919820269	-19645
1521919820309	-12005
1521919820349	-1782
1521919820389	7348
1521919820429	14212
1521919820469	19168
1521919820509	21634
1521919820549	21081
1521919820589	18729
1521919820629	16105
1521919820669	13543
1521919820709	10640
1521919820749	7089
1521919820789	3060
1521919820829	-1003
1521919820869	-4920
1521919820909	-8604
1521919820949	-11907
1521919820989	-15066
1521919821029	-18408
1521919821069	-21690
1521919821109	-22680
1521919821149	-18317
1521919821189	-9033
1521919821229	1302
1521919821269	9521
1521919821309	15473
1521919821349	19441
1521919821389	20586
1521919821429	19293
1521919821479	17122
1521919821519	14977
1521919821559	12794
1521919821599	10132
1521919821639	6893
1521919821679	3390
1521919821719	-149
1521919821759	-3598
1521919821799	-6887
1521919821839	-10110
1521919821879	-13479
1521919821919	-16984
1521919821959	-19767
1521919821999	-18791
1521919822039	-11873
1521919822079	-1962
1521919822119	6682
1521919822159	12598
1521919822199	16150
1521919822239	17232
1521919822279	15797
1521919822319	13219
1521919822359	10655
1521919822399	8139
1521919822439	5401
1521919822479	2311
1521919822519	-1133
1521919822559	-4589
1521919822599	-7619
1521919822639	-10176
1521919822679	-12461
1521919822719	-14678
1521919822759	-17008
1521919822799	-19049
1521919822839	-17950
1521919822879	-11535
1521919822919	-2464
1521919822959	5540
1521919822999	10955
1521919823039	13890
1521919823079	14448
1521919823119	13010
1521919823159	10948
1521919823199	8971
1521919823239	6964
1521919823279	4495
1521919823319	1379
1521919823359	-2085
1521919823399	-5620
1521919823439	-8945
1521919823479	-11899
1521919823519	-14577
1521919823559	-17234
1521919823599	-20125
1521919823639	-22781
1521919823679	-22140
1521919823719	-15393
1521919823759	-4967
1521919823799	4724
1521919823839	11896
1521919823879	17005
